系列,模型,任务,方法,状态,执行机器,run_name,accuracy,precision,recall,f1,strict_precision,strict_recall,strict_f1,tolerant_precision,tolerant_recall,tolerant_f1,contract_hit,candidate_recall,avg_candidates_per_contract,multi_label_examples,multi_label_hit_accuracy,multi_label_precision,multi_label_recall,multi_label_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,parseable_ratio,format_failure_rate,empty_output_rate,train_examples,val_examples,test_examples,best_checkpoint,predictions_file,multi_label_predictions_file,本地metrics路径
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_line,prompt,completed,compute_node_c,remote_deepseekcoder67b_e1__vul_line__prompt,,,,,0.064849,0.050385,0.056709,0.197852,0.098524,0.131543,0.292441,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_deepseekcoder67b_e1__vul_line__prompt/predictions.jsonl,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__prompt/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_line,qlora,completed,compute_node_c,remote_deepseekcoder67b_e1__vul_line__qlora,,0.06361,0.049422,,0.06361,0.049422,0.055626,0.186287,0.070282,0.10206,0.249071,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/remote_deepseekcoder67b_e1__vul_line__qlora/checkpoint-22502,artifacts/predictions/remote_deepseekcoder67b_e1__vul_line__qlora/predictions_test.jsonl,,artifacts/metrics/remote_deepseekcoder67b_e1__vul_line__qlora/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_type,direct,completed,compute_node_c,remote_deepseekcoder67b_e1__vul_type__direct,0.202811,0.202811,0.138927,0.164898,,,,,,,,,,521,0.180422,0.180422,0.065414,0.096016,0.377995,0.124475,0.047422,,,,,,,,,1992,,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__direct/predictions.jsonl,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__direct/predictions_multi_label.jsonl,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__direct/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_type,prompt,completed,compute_node_c,remote_deepseekcoder67b_e1__vul_type__prompt,0.199799,0.199799,0.136864,0.162449,,,,,,,,,,521,0.182342,0.182342,0.06611,0.097038,0.041032,0.121072,0.046821,,,,,,,,,1992,,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__prompt/predictions.jsonl,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__prompt/predictions_multi_label.jsonl,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__prompt/metrics.json
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,vul_type,qlora,completed,compute_node_c,remote_deepseekcoder67b_e1__vul_type__qlora,0.648594,0.648594,0.444292,0.527347,,,,,,,,,,521,0.704415,0.704415,0.255393,0.374872,0.73942,0.302504,0.368163,,,,,,,24992,3829,1992,artifacts/checkpoints/remote_deepseekcoder67b_e1__vul_type__qlora/checkpoint-3124,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/remote_deepseekcoder67b_e1__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/metrics/remote_deepseekcoder67b_e1__vul_type__qlora/metrics.json
CodeGemma,google/codegemma-2b,has_vul,direct,completed,compute_node_a,machine_a_codegemma2b_e1__has_vul__direct,0.5010579771476936,0.6781609195402298,0.048760330578512395,0.09097918272937548,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/machine_a_codegemma2b_e1__has_vul__direct/predictions.jsonl,,CodeGemma
CodeGemma,google/codegemma-2b,has_vul,full,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__has_vul__full,0.8552687261955142,0.8780487804878049,0.8330578512396695,0.8549618320610687,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__has_vul__full/checkpoint-2177,,,CodeGemma
CodeGemma,google/codegemma-2b,has_vul,prompt,completed,compute_node_a,machine_a_codegemma2b_e1__has_vul__prompt,0.5264494286923402,0.6654545454545454,0.15123966942148762,0.24646464646464647,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/machine_a_codegemma2b_e1__has_vul__prompt/predictions.jsonl,,CodeGemma
CodeGemma,google/codegemma-2b,has_vul,qlora,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__has_vul__qlora,0.8032162505289886,0.8138163437236732,0.7983471074380165,0.8060075093867334,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__has_vul__qlora/checkpoint-2177,,,CodeGemma
CodeGemma,google/codegemma-2b,vul_line,direct,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_line__direct,,,,,,,0.047679248690626695,,,0.10236713230263006,0.23915737298636927,0.7914485767909362,91.43866171003718,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_line__direct/predictions.jsonl,,
CodeGemma,google/codegemma-2b,vul_line,full,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_line__full,,0.321768,0.25,,0.321768,0.25,0.28138,0.498554,0.320282,0.390012,0.821561,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__vul_line__full/checkpoint-22502,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_line__full/predictions_test.jsonl,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__full/metrics.json
CodeGemma,google/codegemma-2b,vul_line,prompt,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_line__prompt,,,,,0.049153,0.03819,0.042984,0.160677,0.073171,0.100551,0.260223,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_line__prompt/predictions.jsonl,,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_line__prompt/metrics.json
CodeGemma,google/codegemma-2b,vul_line,qlora,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_line__qlora,,,,,,,0.27415567997110346,,,0.39253213966117545,0.8203221809169765,0.7914485767909362,91.43866171003718,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__vul_line__qlora/checkpoint-22502,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_line__qlora/predictions_test.jsonl,,
CodeGemma,google/codegemma-2b,vul_type,direct,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_type__direct,0.22239,0.22239,0.152338,0.180816,,,,,,,,,,521,0.180422,0.180422,0.065414,0.096016,0.514149,0.142794,0.081762,,,,,,,,,1992,,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__direct/predictions.jsonl,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__direct/predictions_multi_label.jsonl,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__direct/metrics.json
CodeGemma,google/codegemma-2b,vul_type,full,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_type__full,0.748996,0.748996,0.513067,0.60898,,,,,,,,,,521,0.773512,0.773512,0.280445,0.411645,0.842861,0.368909,0.448424,,,,,,,24992,3829,1992,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/checkpoint-3124,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/predictions_test.jsonl,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/predictions_test_multi_label.jsonl,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__full/metrics.json
CodeGemma,google/codegemma-2b,vul_type,prompt,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_type__prompt,0.187249,0.187249,0.128267,0.152245,,,,,,,,,,521,0.184261,0.184261,0.066806,0.098059,0.041392,0.111806,0.048093,,,,,,,,,1992,,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__prompt/predictions.jsonl,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__prompt/predictions_multi_label.jsonl,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__prompt/metrics.json
CodeGemma,google/codegemma-2b,vul_type,qlora,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__vul_type__qlora,0.676707,0.676707,0.463549,0.550204,,,,,,,,,,521,0.746641,0.746641,0.270703,0.397344,0.762752,0.341303,0.4255,,,,,,,24992,3829,1992,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__vul_type__qlora/checkpoint-3124,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/metrics/remote_codegemma_2b_e1_gpu4_retry__vul_type__qlora/metrics.json
CodeGemma,google/codegemma-7b,has_vul,direct,completed,compute_node_c,remote_codegemma_7b_e1_gpu5_clean__has_vul__direct,0.5226407109606432,0.7662337662337663,0.09752066115702479,0.17302052785923755,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__has_vul__direct/predictions.jsonl,,CodeGemma
CodeGemma,google/codegemma-7b,has_vul,prompt,completed,compute_node_c,remote_codegemma_7b_e1_gpu5_clean__has_vul__prompt,0.5044435040203131,0.656,0.06776859504132231,0.12284644194756554,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__has_vul__prompt/predictions.jsonl,,CodeGemma
CodeGemma,google/codegemma-7b,has_vul,qlora,completed,compute_node_c,remote_codegemma_7b_e1_gpu5_clean__has_vul__qlora,0.7723233178163351,0.7852292020373515,0.7644628099173554,0.7747068676716918,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/remote_codegemma_7b_e1_gpu5_clean__has_vul__qlora/checkpoint-2177,,,CodeGemma
CodeGemma,google/codegemma-7b,vul_line,direct,completed,compute_node_c,remote_codegemma_7b_e1_gpu5_clean__vul_line__direct,,,,,0.064023,0.049743,0.055987,0.194961,0.082798,0.116233,0.287485,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_line__direct/predictions.jsonl,,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__vul_line__direct/metrics.json
CodeGemma,google/codegemma-7b,vul_line,prompt,completed,compute_node_c,remote_codegemma_7b_e1_gpu5_clean__vul_line__prompt,,,,,,,0.05201372584432003,,,0.0992515642496979,0.24411400247831475,0.7914485767909362,91.43866171003718,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_line__prompt/predictions.jsonl,,
CodeGemma,google/codegemma-7b,vul_line,qlora,completed,compute_node_c,remote_codegemma_7b_e1_gpu5_clean__vul_line__qlora,,,,,0.326724,0.253851,0.28571428571428575,0.486576,0.321566,0.38722478016038736,0.8228004956629492,0.7914485767909362,91.43866171003718,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/remote_codegemma_7b_e1_gpu5_clean__vul_line__qlora/checkpoint-22502,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_line__qlora/predictions_test.jsonl,,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__vul_line__qlora/metrics.json
CodeGemma,google/codegemma-7b,vul_type,direct,completed,compute_node_c,remote_codegemma_7b_e1_gpu5_clean__vul_type__direct,0.232429718875502,0.232429718875502,0.1592159559834938,0.1889795918367347,,,,,,,,,,521,0.18809980806142035,0.18809980806142035,0.06819763395963814,0.10010214504596528,,,,,,,,,,,,1992,,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_type__direct/predictions.jsonl,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_type__direct/predictions_multi_label.jsonl,
CodeGemma,google/codegemma-7b,vul_type,prompt,completed,compute_node_c,remote_codegemma_7b_e1_gpu5_clean__vul_type__prompt,0.19377510040160642,0.19377510040160642,0.1327372764786795,0.15755102040816327,,,,,,,,,,521,0.18426103646833014,0.18426103646833014,0.06680584551148225,0.09805924412665984,,,,,,,,,,,,1992,,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_type__prompt/predictions.jsonl,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_type__prompt/predictions_multi_label.jsonl,
CodeGemma,google/codegemma-7b,vul_type,qlora,completed,compute_node_c,remote_codegemma_7b_e1_gpu5_clean__vul_type__qlora,0.679217,0.679217,0.465268,0.552245,,,,,,,,,,521,0.738964,0.738964,0.267919,0.393258,0.67677,0.340341,0.417165,,,,,,,24992,3829,1992,artifacts/checkpoints/remote_codegemma_7b_e1_gpu5_clean__vul_type__qlora/checkpoint-3124,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/metrics/remote_codegemma_7b_e1_gpu5_clean__vul_type__qlora/metrics.json
Granite Code,ibm-granite/granite-20b-code-base,has_vul,direct,completed,compute_node_c,remote_granite_20b_code_base_e1__has_vul__direct,0.5421074904782057,0.7689075630252101,0.15123966942148762,0.2527624309392265,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_granite_20b_code_base_e1__has_vul__direct/predictions.jsonl,,Granite Code
Granite Code,ibm-granite/granite-20b-code-base,has_vul,prompt,completed,compute_node_c,remote_granite_20b_code_base_e1__has_vul__prompt,0.543377063055438,0.726643598615917,0.17355371900826447,0.2801867911941294,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_granite_20b_code_base_e1__has_vul__prompt/predictions.jsonl,,Granite Code
Granite Code,ibm-granite/granite-20b-code-base,has_vul,qlora,completed,compute_node_c,remote_granite_20b_code_base_e1__has_vul__qlora,0.7232331781633516,0.7332214765100671,0.7223140495867768,0.7277268942547876,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/remote_granite_20b_code_base_e1__has_vul__qlora/checkpoint-2177,,,Granite Code
Granite Code,ibm-granite/granite-20b-code-base,vul_line,direct,completed,compute_node_c,remote_granite_20b_code_base_e1__vul_line__direct,,,,,0.058653,0.045571,0.051291,0.1772,0.054557,0.083428,0.2057,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_granite_20b_code_base_e1__vul_line__direct/predictions.jsonl,,artifacts/metrics/remote_granite_20b_code_base_e1__vul_line__direct/metrics.json
Granite Code,ibm-granite/granite-20b-code-base,vul_line,prompt,completed,compute_node_c,remote_granite_20b_code_base_e1__vul_line__prompt,,,,,,,0.043344771536933356,,,0.0947024049977526,0.22304832713754646,0.7914485767909362,91.43866171003718,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_granite_20b_code_base_e1__vul_line__prompt/predictions.jsonl,,
Granite Code,ibm-granite/granite-20b-code-base,vul_line,qlora,completed,compute_node_c,remote_granite_20b_code_base_e1__vul_line__qlora,,0.059893,0.046534,,0.059893,0.046534,0.052375,0.178852,0.054557,0.08361,0.206939,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/remote_granite_20b_code_base_e1__vul_line__qlora/checkpoint-22502,artifacts/predictions/remote_granite_20b_code_base_e1__vul_line__qlora/predictions_test.jsonl,,artifacts/metrics/remote_granite_20b_code_base_e1__vul_line__qlora/metrics.json
Granite Code,ibm-granite/granite-20b-code-base,vul_type,direct,completed,compute_node_c,remote_granite_20b_code_base_e1__vul_type__direct,0.233936,0.233936,0.160248,0.190204,,,,,,,,,,521,0.191939,0.191939,0.069589,0.102145,0.516798,0.144761,0.089019,,,,,,,,,1992,,artifacts/predictions/remote_granite_20b_code_base_e1__vul_type__direct/predictions.jsonl,artifacts/predictions/remote_granite_20b_code_base_e1__vul_type__direct/predictions_multi_label.jsonl,artifacts/metrics/remote_granite_20b_code_base_e1__vul_type__direct/metrics.json
Granite Code,ibm-granite/granite-20b-code-base,vul_type,prompt,completed,compute_node_c,remote_granite_20b_code_base_e1__vul_type__prompt,0.198293,0.198293,0.135832,0.161224,,,,,,,,,,521,0.18618,0.18618,0.067502,0.099081,0.172264,0.118695,0.052858,,,,,,,,,1992,,artifacts/predictions/remote_granite_20b_code_base_e1__vul_type__prompt/predictions.jsonl,artifacts/predictions/remote_granite_20b_code_base_e1__vul_type__prompt/predictions_multi_label.jsonl,artifacts/metrics/remote_granite_20b_code_base_e1__vul_type__prompt/metrics.json
Granite Code,ibm-granite/granite-20b-code-base,vul_type,qlora,completed,compute_node_c,remote_granite_20b_code_base_e1__vul_type__qlora,0.64759,0.64759,0.443604,0.526531,,,,,,,,,,521,0.673704,0.673704,0.244259,0.358529,0.673904,0.322605,0.400946,,,,,,,24992,3829,1992,artifacts/checkpoints/remote_granite_20b_code_base_e1__vul_type__qlora/checkpoint-3124,artifacts/predictions/remote_granite_20b_code_base_e1__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/remote_granite_20b_code_base_e1__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/metrics/remote_granite_20b_code_base_e1__vul_type__qlora/metrics.json
Granite Code,ibm-granite/granite-3b-code-base,has_vul,direct,completed,compute_node_c,remote_granite_3b_code_base_e1__has_vul__direct,0.5171392297926365,0.8,0.07603305785123966,0.13886792452830188,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_granite_3b_code_base_e1__has_vul__direct/predictions.jsonl,,Granite Code
Granite Code,ibm-granite/granite-3b-code-base,has_vul,full,completed,compute_node_c,remote_granite_3b_code_base_e1__has_vul__full,0.8738891239949217,0.8851351351351351,0.8661157024793389,0.8755221386800334,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/remote_granite_3b_code_base_e1__has_vul__full/checkpoint-2177,,,Granite Code
Granite Code,ibm-granite/granite-3b-code-base,has_vul,prompt,completed,compute_node_c,remote_granite_3b_code_base_e1__has_vul__prompt,0.5306813372831147,0.6836363636363636,0.15537190082644628,0.2531986531986532,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_granite_3b_code_base_e1__has_vul__prompt/predictions.jsonl,,Granite Code
Granite Code,ibm-granite/granite-3b-code-base,has_vul,qlora,completed,compute_node_c,remote_granite_3b_code_base_e1__has_vul__qlora,0.7693609818027931,0.7810650887573964,0.7636363636363637,0.7722524028416214,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/remote_granite_3b_code_base_e1__has_vul__qlora/checkpoint-2177,,,Granite Code
Granite Code,ibm-granite/granite-3b-code-base,vul_line,direct,completed,compute_node_c,remote_granite_3b_code_base_e1__vul_line__direct,,,,,0.059893,0.046534,0.052375,0.178852,0.054557,0.08361,0.206939,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_granite_3b_code_base_e1__vul_line__direct/predictions.jsonl,,artifacts/metrics/remote_granite_3b_code_base_e1__vul_line__direct/metrics.json
Granite Code,ibm-granite/granite-3b-code-base,vul_line,full,completed,compute_node_c,remote_granite_3b_code_base_e1__vul_line__full,,0.335812,0.260911,,0.335812,0.260911,0.293661,0.475423,0.328306,0.3884,0.831475,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/remote_granite_3b_code_base_e1__vul_line__full/checkpoint-22502,artifacts/predictions/remote_granite_3b_code_base_e1__vul_line__full/predictions_test.jsonl,,artifacts/metrics/remote_granite_3b_code_base_e1__vul_line__full/metrics.json
Granite Code,ibm-granite/granite-3b-code-base,vul_line,prompt,completed,compute_node_c,remote_granite_3b_code_base_e1__vul_line__prompt,,,,,0.059893,0.046534,0.052375,0.179265,0.054557,0.083655,0.206939,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_granite_3b_code_base_e1__vul_line__prompt/predictions.jsonl,,artifacts/metrics/remote_granite_3b_code_base_e1__vul_line__prompt/metrics.json
Granite Code,ibm-granite/granite-3b-code-base,vul_line,qlora,completed,compute_node_c,remote_granite_3b_code_base_e1__vul_line__qlora,,0.071458,0.05552,,0.071458,0.05552,0.062489,0.202396,0.072529,0.10679,0.257745,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/remote_granite_3b_code_base_e1__vul_line__qlora/checkpoint-22502,artifacts/predictions/remote_granite_3b_code_base_e1__vul_line__qlora/predictions_test.jsonl,,artifacts/metrics/remote_granite_3b_code_base_e1__vul_line__qlora/metrics.json
Granite Code,ibm-granite/granite-3b-code-base,vul_type,direct,completed,compute_node_c,remote_granite_3b_code_base_e1__vul_type__direct,0.240462,0.240462,0.164718,0.19551,,,,,,,,,,521,0.180422,0.180422,0.065414,0.096016,0.491113,0.151441,0.10161,,,,,,,,,1992,,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__direct/predictions.jsonl,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__direct/predictions_multi_label.jsonl,artifacts/metrics/remote_granite_3b_code_base_e1__vul_type__direct/metrics.json
Granite Code,ibm-granite/granite-3b-code-base,vul_type,full,completed,compute_node_c,remote_granite_3b_code_base_e1__vul_type__full,0.766064,0.766064,0.524759,0.622857,,,,,,,,,,521,0.808061,0.808061,0.292971,0.430031,0.856289,0.386494,0.474178,,,,,,,24992,3829,1992,artifacts/checkpoints/remote_granite_3b_code_base_e1__vul_type__full/checkpoint-3124,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__full/predictions_test.jsonl,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__full/predictions_test_multi_label.jsonl,artifacts/metrics/remote_granite_3b_code_base_e1__vul_type__full/metrics.json
Granite Code,ibm-granite/granite-3b-code-base,vul_type,prompt,completed,compute_node_c,remote_granite_3b_code_base_e1__vul_type__prompt,0.190261,0.190261,0.13033,0.154694,,,,,,,,,,521,0.182342,0.182342,0.06611,0.097038,0.192159,0.114354,0.052721,,,,,,,,,1992,,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__prompt/predictions.jsonl,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__prompt/predictions_multi_label.jsonl,artifacts/metrics/remote_granite_3b_code_base_e1__vul_type__prompt/metrics.json
Granite Code,ibm-granite/granite-3b-code-base,vul_type,qlora,completed,compute_node_c,remote_granite_3b_code_base_e1__vul_type__qlora,0.675703,0.675703,0.462861,0.549388,,,,,,,,,,521,0.744722,0.744722,0.270007,0.396323,0.712022,0.339881,0.419148,,,,,,,24992,3829,1992,artifacts/checkpoints/remote_granite_3b_code_base_e1__vul_type__qlora/checkpoint-3124,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/remote_granite_3b_code_base_e1__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/metrics/remote_granite_3b_code_base_e1__vul_type__qlora/metrics.json
Granite Code,ibm-granite/granite-8b-code-base,has_vul,direct,completed,compute_node_c,remote_granite_8b_code_base_e1__has_vul__direct,0.5366060093101989,0.592891760904685,0.30330578512396694,0.40131219245489336,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_granite_8b_code_base_e1__has_vul__direct/predictions.jsonl,,Granite Code
Granite Code,ibm-granite/granite-8b-code-base,has_vul,prompt,completed,compute_node_c,remote_granite_8b_code_base_e1__has_vul__prompt,0.5412611087600507,0.5926470588235294,0.3330578512396694,0.4264550264550265,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,artifacts/predictions/remote_granite_8b_code_base_e1__has_vul__prompt/predictions.jsonl,,Granite Code
Granite Code,ibm-granite/granite-8b-code-base,has_vul,qlora,completed,compute_node_c,remote_granite_8b_code_base_e1__has_vul__qlora,0.7735928903935675,0.785774767146486,0.7669421487603306,0.7762442492680887,,,,,,,,,,,,,,,,,,,,,,,,17411,4667,2363,artifacts/checkpoints/remote_granite_8b_code_base_e1__has_vul__qlora/checkpoint-2177,,,Granite Code
Granite Code,ibm-granite/granite-8b-code-base,vul_line,direct,completed,compute_node_c,remote_granite_8b_code_base_e1__vul_line__direct,,,,,0.060306,0.046855,0.052736,0.179265,0.054557,0.083655,0.2057,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_granite_8b_code_base_e1__vul_line__direct/predictions.jsonl,,artifacts/metrics/remote_granite_8b_code_base_e1__vul_line__direct/metrics.json
Granite Code,ibm-granite/granite-8b-code-base,vul_line,prompt,completed,compute_node_c,remote_granite_8b_code_base_e1__vul_line__prompt,,,,,0.05411,0.042041,0.047318,0.181743,0.069961,0.101031,0.252788,0.791449,91.438662,,,,,,,,,,,,,,,,,807,,artifacts/predictions/remote_granite_8b_code_base_e1__vul_line__prompt/predictions.jsonl,,artifacts/metrics/remote_granite_8b_code_base_e1__vul_line__prompt/metrics.json
Granite Code,ibm-granite/granite-8b-code-base,vul_line,qlora,completed,compute_node_c,remote_granite_8b_code_base_e1__vul_line__qlora,,0.306898,0.238447,,0.306898,0.238447,0.268376,0.488228,0.309692,0.378986,0.795539,0.791449,91.438662,,,,,,,,,,,,,,,10155,1529,807,artifacts/checkpoints/remote_granite_8b_code_base_e1__vul_line__qlora/checkpoint-22502,artifacts/predictions/remote_granite_8b_code_base_e1__vul_line__qlora/predictions_test.jsonl,,artifacts/metrics/remote_granite_8b_code_base_e1__vul_line__qlora/metrics.json
Granite Code,ibm-granite/granite-8b-code-base,vul_type,direct,completed,compute_node_c,remote_granite_8b_code_base_e1__vul_type__direct,0.220884,0.220884,0.151307,0.179592,,,,,,,,,,521,0.224568,0.224568,0.08142,0.11951,0.547458,0.131327,0.101553,,,,,,,,,1992,,artifacts/predictions/remote_granite_8b_code_base_e1__vul_type__direct/predictions.jsonl,artifacts/predictions/remote_granite_8b_code_base_e1__vul_type__direct/predictions_multi_label.jsonl,artifacts/metrics/remote_granite_8b_code_base_e1__vul_type__direct/metrics.json
Granite Code,ibm-granite/granite-8b-code-base,vul_type,prompt,completed,compute_node_c,remote_granite_8b_code_base_e1__vul_type__prompt,0.200803,0.200803,0.137552,0.163265,,,,,,,,,,521,0.224568,0.224568,0.08142,0.11951,0.175614,0.113633,0.062155,,,,,,,,,1992,,artifacts/predictions/remote_granite_8b_code_base_e1__vul_type__prompt/predictions.jsonl,artifacts/predictions/remote_granite_8b_code_base_e1__vul_type__prompt/predictions_multi_label.jsonl,artifacts/metrics/remote_granite_8b_code_base_e1__vul_type__prompt/metrics.json
Granite Code,ibm-granite/granite-8b-code-base,vul_type,qlora,completed,compute_node_c,remote_granite_8b_code_base_e1__vul_type__qlora,0.689759,0.689759,0.47249,0.560816,,,,,,,,,,521,0.74856,0.74856,0.271399,0.398366,0.726905,0.352082,0.43481,,,,,,,24992,3829,1992,artifacts/checkpoints/remote_granite_8b_code_base_e1__vul_type__qlora/checkpoint-3124,artifacts/predictions/remote_granite_8b_code_base_e1__vul_type__qlora/predictions_test.jsonl,artifacts/predictions/remote_granite_8b_code_base_e1__vul_type__qlora/predictions_test_multi_label.jsonl,artifacts/metrics/remote_granite_8b_code_base_e1__vul_type__qlora/metrics.json
